Student_ID,Department,Attendance_in_percent,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S4046,Engineering,74.73,82.97,69.7,51.01,77.91,4,81.41,82.68,B
S4047,Engineering,99.57,43.02,65.75,72.38,54.88,9.75,60.12,78.27,A
S4048,CS,52.19,68.82,40.69,99.31,85.9,8.25,65.63,92.12,F
S4049,CS,61.72,48.89,74.08,,96.07,7.62,67.22,72.05,B
S4050,CS,69.83,65.99,47.48,67.7,58.11,1.81,90.41,90.24,C
S4051,CS,72.49,85,85.88,50.84,73.55,3.31,88.76,89.33,F
S4052,CS,96.07,67.53,55.46,74.25,86.94,3.8,62.63,59.98,A
S4053,Engineering,,49.81,80.45,60.32,64.34,4.93,52.76,72.69,B
S4054,Business,52.26,55.12,78.77,,96.04,0.3,88.39,91.75,F
S4055,Engineering,70.39,62.05,77,79.15,94.42,5.93,70.49,91.54,B
S4056,Business,70.82,44.17,56.02,63.26,55.19,3.58,60.99,51.2,C
S4057,Engineering,98.27,75.06,56.03,53.44,51.37,5.62,55.85,61.15,A
S4058,Engineering,79.96,76.45,91.78,87.75,98.82,0.09,50.64,71.19,D
S4059,Engineering,81.78,43.73,40.77,79.27,97.82,3.21,71.39,52.36,D
S4060,Engineering,,64.14,50.89,92.11,71.11,7.69,66.99,63.03,B
S4061,Engineering,88.5,64.84,76.61,62.99,52.53,5.01,84.82,62.91,A
S4062,CS,81.75,60.03,89.02,82.64,80.94,7.89,98.83,60.73,A
S4063,Business,61.86,73.46,61.5,,64.67,6.99,60.34,69.83,A
S4064,Business,93.7,60.76,79.21,64.59,96.84,8.55,62.15,90.65,A
S4065,CS,86.61,64.98,73.43,82.83,89.73,0.07,66.87,62.21,A
S4066,Business,87.09,87.85,43.87,91.28,82.48,2.61,73.3,79.1,A
S4067,CS,99.83,49.73,77.31,66.05,64.23,5.49,84.88,77.88,A
S4068,CS,90.13,77.15,88.83,,85.06,9.41,67.6,90.9,A
S4069,CS,91.46,70.34,99.55,83.89,64.46,6.8,55.21,69.7,B
S4070,Business,97.57,58.3,41.78,67.43,51.88,4.57,86.52,61.18,B
S4071,Business,57.56,83.65,79.6,93.82,75.42,1.3,89.73,94.58,C
S4072,Business,,73.07,64.87,75.46,74.43,4.93,62.38,91.65,C
S4073,CS,79.03,68.64,40.59,82.41,88.15,4.41,56.84,81.08,A
S4074,Engineering,66.46,80.06,76.86,74.78,93.28,7.78,76.39,54.66,D
S4075,Business,91.97,88.14,47.35,72.64,67.72,4.13,60.42,50.81,A
S4076,CS,88.12,98.36,62.71,92.4,72.47,3.19,68.71,59.13,A
S4077,Engineering,86.04,77.76,55.68,64.74,73.52,0.9,88.87,59.83,A
S4078,CS,99.86,92.47,61.67,,66.21,0.47,60.98,56.81,B
S4079,CS,62.97,40.07,69.56,,87.17,4.39,90.31,63.11,D
S4080,Engineering,86.77,71.81,61.55,91.25,76.11,3.47,83.7,66.89,A
S4081,Engineering,77.57,52.88,73.16,,95.7,5.55,60.99,87.72,C
S4082,CS,,45.65,54.32,59.27,82.52,7.12,76.32,85.48,C
S4083,CS,58.03,71.92,78.12,83.78,60.59,0.4,80.7,55.22,D
S4084,CS,94.79,84.81,91.23,53.94,58.24,4.96,60.01,98.86,B
S4085,CS,79.77,64.74,53.44,71.19,68.62,8.62,57.25,87.61,F
S4086,CS,91.25,80.21,70.47,54.29,67.35,4.55,76.56,58.17,A
S4087,CS,77.27,69.38,78.92,79.9,70.36,5.21,84.69,56.22,D
S4088,Engineering,61,66.23,73.88,,59.18,4.87,73.25,54.38,A
S4089,Engineering,,57.42,61.94,81.46,98.91,3.9,53.5,86.59,B
S4090,Business,69.08,62.96,78.53,83.66,57.29,1.1,96.26,61.81,B
S4091,Business,98.65,60.99,41.69,74.36,82.63,1.26,84.75,53.65,B
S4092,CS,50.28,78.77,62.19,58.75,50.65,1.79,81.06,71.09,F
S4093,CS,99.28,46.96,71.96,55.07,70.35,7.93,82.18,85.43,A
S4094,Business,99.02,45.56,41.24,65.66,65.46,2.75,69.93,65.23,A
S4095,CS,99.81,79.6,70.46,73.26,69.1,9.48,99.22,74.13,A
S4096,CS,73.83,72.78,79.26,82.11,74.9,8.1,56.63,59.63,D
S4097,CS,98.19,65.81,85.55,50.06,80.02,6.85,86.96,71.46,A
S4098,Engineering,69.78,49.15,46.8,85.55,79.18,7.2,71.04,67.95,D
S4099,Engineering,51.31,64.66,99.43,85.64,81.54,0.48,94.05,71.7,D
S4100,Mathematics,61.22,87.38,76.37,72.23,92.23,5.68,85.86,73.29,C
S4101,Business,97.26,93.38,61.79,67.17,94.34,9.41,78.11,54.61,A
S4102,Engineering,50.69,82.15,54.95,92.12,86.86,0.39,96.88,54.67,F
S4103,CS,77.3,43.59,74.37,89.23,53.95,2.91,95.62,63.03,F
S4104,CS,53.78,80.22,92.9,99.16,98.06,0.52,52.62,55.79,D
S4105,CS,64.32,54.46,71.23,68.6,97.37,5.7,59.63,62.64,D
S4106,CS,54.4,58.92,79.69,95.34,85.59,1.16,83.8,51.23,D
S4107,CS,92.98,51.75,61.46,54.37,75.87,4.79,96.09,67.54,A
S4108,CS,79.55,86.55,63.29,70.57,62.53,7.2,71.52,60.67,B
S4109,CS,95.11,78.92,57.17,73.27,87.82,1.64,51.92,94.61,A
S4110,CS,84.42,76.71,82.34,72.04,93.89,7.55,82.16,92.91,C
S4111,Mathematics,98.55,80.08,61.55,81.25,83.26,0.6,59.73,65.02,A
S4112,Engineering,75.49,54.21,51.44,58.51,81.45,1.5,77.62,73.77,F
S4113,Mathematics,81.94,66.68,62.16,93.32,59.65,2.8,69.23,97.79,B
S4114,CS,78.82,78,91.23,77.59,67.89,7.96,77.9,76.2,F
S4115,Engineering,74.21,78.2,84.3,95.21,86.16,8.5,96.62,92.42,C
S4116,CS,92.3,87.51,60.08,50.13,50.84,2.2,74.29,91.32,B
S4117,CS,82.23,57.23,94.41,,82.06,0.96,51.73,97.06,B
S4118,CS,90.07,86.22,44.49,70.62,88.33,8.48,79.05,65.29,A
S4119,Mathematics,89.32,66.41,42.99,75.25,66.74,6.49,66.29,52.17,A
S4120,Mathematics,59.55,80.21,47.65,87.19,53.81,1.58,88.91,55.2,F
S4121,CS,82.51,67.34,46.99,61.36,90.96,5.58,73.5,78.56,A
S4122,CS,59.98,96.92,45.27,60.24,57.09,8.72,87.07,76.51,F
S4123,Engineering,79.17,50.76,79.68,85.15,68.54,0.7,95.44,64.92,A
S4124,CS,,80.5,76.05,76.07,85.36,0.84,68.11,62.44,B
S4125,CS,99.86,74.59,78.86,61.68,90.85,2.74,99.47,85.47,B
S4126,CS,51.53,50.36,81.3,,93.12,6.52,57.49,67.03,D
S4127,Engineering,,43.96,85.41,72.98,76.52,1.78,82.2,80.2,F
S4128,CS,53.85,87.95,52.43,84.57,73.79,8.16,51.74,85.61,F
S4129,CS,69.92,49.45,77.34,50.13,92.42,7.5,60.65,71.52,D
S4130,CS,91.08,51.19,74.8,79.34,78.15,5.61,81.69,59.67,A
S4131,Engineering,92.2,98.71,96.62,80.28,78.93,1.16,52.31,93.04,B
S4132,Mathematics,86.85,83.04,53.94,87.28,71.7,9.88,55.09,54.68,A
S4133,CS,94.84,55.03,43.52,94.46,68.64,4.9,64.55,91.47,B
S4134,Business,66.14,75.46,79.21,,74.03,4.52,78.78,91.83,B
S4135,Business,54.41,72.05,84.41,,68.24,9.96,50.8,78.55,C
S4136,Mathematics,52.91,90.67,56.99,55.12,67.18,8.64,74.12,81.47,C
S4137,Business,92.61,83.76,74.25,66.84,99.68,4.56,81.29,67.9,B
S4138,Engineering,86.52,89.9,43.57,53.42,66.81,4.19,70.13,92.08,B
S4139,Business,84.93,52.69,97.6,90.14,62.82,0.96,53.38,63.19,F
S4140,CS,66.98,78.41,46.6,90.35,67.7,9.27,80.54,77.99,C
S4141,Engineering,,42.41,44.05,70.86,79.54,8.44,80.29,50.09,C
S4142,Mathematics,97.91,44.14,42.65,62.98,95.55,3.1,75.3,96.99,A
S4143,Business,53.19,82.81,65.64,,89.39,7.53,84.66,97.41,C
S4144,Mathematics,88.69,41.47,45.83,,92.11,7.63,60.39,85.52,A
S4145,Business,65.48,74.79,84.68,,92.95,2.28,83.93,71.16,B
S4146,Business,51.95,90.42,93.93,63.31,96.03,6.14,58.07,58.93,F
S4147,Business,87.13,62.8,55.61,81.09,61.75,2.55,69.63,74.62,A
S4148,Business,66.55,42.69,77.73,62.93,72.92,7.9,53.38,89.57,A
S4149,Engineering,86.11,82.83,42.54,61.26,69.26,1.54,90.96,80.26,B
S4150,Mathematics,,95.78,63.19,51.06,69.09,6.69,76.91,76.37,F
S4151,Business,76.74,83.03,57.58,78.86,82.61,3.26,98.55,92.47,C
S4152,Business,,74.71,53.72,57.5,70.09,0.36,97.12,65.66,F
S4153,Engineering,79.05,53.8,78.68,50.62,80.82,1.24,99.93,93,A
S4154,CS,64.33,40.92,47.81,,69.11,6.55,55.06,71.97,C
S4155,CS,86.71,81.68,91.64,65.69,65.56,2.4,80.33,50.12,B
S4156,Mathematics,79.46,53.86,79.89,83.46,67.65,6.31,70.38,86.6,B
S4157,Engineering,50.64,91.49,82.64,60.13,90.19,4.15,76.63,93.89,D
S4158,CS,95.08,67.98,96.12,94.38,80.05,6.93,65.44,74.22,A
S4159,CS,77.28,71.84,96.54,64.42,98.7,4.93,52.4,72.74,B
S4160,Business,93.43,85.24,73.1,,91.63,3.09,85.39,90.27,B
S4161,Business,94.14,86.77,69.72,60.9,74.29,1.46,98.29,94.24,A
S4162,Business,72.25,78.56,60.12,62.69,62.12,3.41,76.62,98.72,D
S4163,Engineering,,96.31,82.93,53.71,83.7,6.35,66.48,67.28,B
S4164,CS,70.79,98.94,72.29,,86.33,7.4,96.91,79.73,F
S4165,CS,72.47,96.81,95.97,92.98,73.21,1.6,68.23,91.15,B
S4166,CS,94.76,89.45,54.32,84.42,61.5,6.64,95.73,76.59,B
S4167,Business,89.41,82.34,58.62,93.76,77.86,1.79,92.78,73.09,A
S4168,CS,56.33,79.8,58.97,55.24,62.69,2.22,76.44,78.6,F
S4169,Engineering,80.52,46.23,88.36,72.78,97,5.31,83.84,67.84,B
S4170,Engineering,99.8,56.29,45.94,61.46,81.44,2.89,85.02,59.6,A
S4171,Engineering,79.78,40.34,67.34,86.06,64.6,6.62,82.05,53.33,C
S4172,Mathematics,89.29,48.24,65.65,98.51,60.79,9.56,58.04,80.5,B
S4173,CS,88.45,66.35,44.39,90.77,85.84,1.49,84.64,68.96,B
S4174,Business,67.52,48.79,64.65,51.76,85.39,5.71,50.16,94.15,D
S4175,CS,68.59,94.1,70.8,65.83,79.86,9.23,85.5,61.15,F
S4176,CS,86.2,88.34,43.91,51.43,80.72,1.77,77.74,65.54,A
S4177,Engineering,75,44.3,70.59,52.01,80.19,3.67,62.99,98.53,C
S4178,CS,78.53,54.93,97.55,53.98,68.01,1.24,90.19,77.81,C
S4179,Business,85.65,89.14,98.73,63.82,96.87,6.42,70.26,67.34,A
S4180,Engineering,88.88,88.18,71.9,65.21,73.96,6.69,74.29,93.04,A
S4181,CS,63.58,96.73,70.91,70.02,51.02,6.64,51.38,87.17,A
S4182,CS,57.34,99.85,57.13,,67.42,5.42,70.07,78.66,C
S4183,Engineering,64.59,98.58,99.83,88.57,56.51,7.46,58.37,94.45,D
S4184,Business,75.38,64.61,56.45,57.07,68.17,0.36,63.81,54.7,F
S4185,Engineering,67.11,55.02,67.17,57.89,80.41,9.58,62.61,69.72,F
S4186,Engineering,78.42,85.5,40.18,81.33,51.13,2.22,52.3,90.53,B
S4187,Business,52.67,57.96,60.95,78.59,93.51,1.22,73.02,69.3,D
S4188,Engineering,75.49,88.38,44.29,57.7,80.52,9.41,76.13,96.34,C
S4189,CS,68.4,72.04,84.63,,64.77,8.3,78.55,57.63,A
S4190,Engineering,76.73,87.64,73.66,,65.56,7.65,73.11,66.83,A
S4191,Engineering,71.13,56.55,74.33,68.35,73.28,1.05,93.48,71.29,A
S4192,Business,64.21,70.48,57.19,71.02,62.4,8.08,51.88,84.35,B
S4193,Engineering,95.21,73.84,88.89,66.14,50.22,6.09,80.69,59.77,A
S4194,Mathematics,59.24,96.59,40.2,77.87,51.33,7.32,93.31,50.49,C
S4195,CS,84.07,56,60.02,69.43,67.89,9.78,52.05,98.83,C
S4196,Mathematics,96.23,96.2,79.57,62.97,56.21,1.94,74.82,94.94,A
S4197,Engineering,76.93,88.29,94.48,95.22,51.12,5.04,79.45,65.01,C
S4198,Engineering,93.82,83.85,54.08,65.42,92.96,7.53,59.55,74.17,A
S4199,CS,56.24,87.21,72.47,84.92,63.71,4.34,62.63,74.45,F
S4200,CS,,76.33,72.28,67.36,75.16,0.55,89.28,93.46,C
S4201,Business,72.85,54.64,92.45,71.76,58.97,1.11,78.37,79.85,F
S4202,Business,50.41,51.37,43.03,61.8,52.34,6.02,65.79,91.32,F
S4203,CS,72.16,91.98,65.47,87.62,87.24,2.85,88.24,95.6,C
S4204,Engineering,68.45,83.51,50.95,86.86,56.25,1.38,87.34,78.3,A
S4205,CS,83.49,52.79,41.29,51.11,51.29,3.4,67.27,64.27,A
S4206,Mathematics,96.92,76.91,48.82,53.01,79.36,2.01,74.43,74.94,B
S4207,Business,54.29,66.85,98.59,96.12,50.67,0.24,83.23,92.54,C
S4208,CS,66.37,49.52,52.89,94.44,71.81,1.52,67.16,79.18,A
S4209,Business,72.2,71.91,96.1,75.3,64.44,8.83,81.45,94.79,B
S4210,Mathematics,72.76,56.89,52.32,74.67,65.97,0.12,62.55,94.77,A
S4211,CS,88.74,45.77,95.88,90.62,50.19,7.74,64.6,68.67,A
S4212,Business,72.17,68.02,79.28,56.92,98.22,7.53,65.53,72.41,B
S4213,Engineering,51.36,75.41,46.79,82.68,75.85,5.64,96.8,83.9,D
S4214,Engineering,85.51,42.81,74.91,73.8,78.63,2.08,91.68,55.55,B
S4215,CS,94.24,64.13,59.11,87.17,83.31,8.78,78.26,73.28,B
S4216,CS,75.7,55.46,62.99,51.51,89.88,4.75,78.19,57.47,F
S4217,Engineering,79.06,41.84,66.41,79.64,80.4,1.73,52.81,92.4,D
S4218,CS,58.15,47.54,65.36,77.84,88.11,4.29,82.48,97.14,C
S4219,Business,61.03,48.34,79.85,92.04,72.44,1.95,66.41,57.08,D
S4220,CS,61.76,50.97,86.1,83.84,68.56,3.76,80.61,83.37,C
S4221,Engineering,71.54,88.2,59.75,94.01,91.16,4.97,92.01,81.83,F
S4222,Business,96.41,66.37,95.46,94.36,93.27,3.6,52.27,88,A
S4223,Engineering,76.09,48.83,96.31,70.41,56.89,6.57,80.35,84.79,A
S4224,Engineering,59.6,46.02,42.44,56.87,77.13,9.36,78.21,60.86,D
S4225,Mathematics,63.3,57.88,40.89,81.51,84.18,3.48,60.34,64.56,C
S4226,Business,69.2,87.88,65.5,93.69,54.18,3.56,82.32,58.26,F
S4227,CS,81.16,61.87,75.44,53.75,96.48,7.38,77.74,96.06,B
S4228,Engineering,72,49.59,56.67,77.9,76.01,5.31,88.37,76.09,F
S4229,Mathematics,69.62,64.25,55.56,55.75,82.27,4.29,55.53,98.81,D
S4230,CS,78.24,73.32,80.7,51.35,58.91,8.14,72.18,72.47,F
S4231,CS,62.09,41.78,76.1,83.98,63.22,8.91,99.9,77.64,B
S4232,CS,53.95,77.66,50.03,84.09,56.05,5.91,84.46,89.46,C
S4233,CS,51.22,63.71,93.07,80.03,63.2,1.85,84.21,89.86,D
S4234,Business,62.56,40.58,80.8,92.96,74.62,4.66,65.89,61.56,D
S4235,Business,54.58,80.43,61.75,54.04,91.68,5.04,54.69,64.41,F
S4236,Mathematics,66.82,82.74,81.02,55.26,76.69,4.32,97.47,54.89,B
S4237,Business,88.65,77.73,46.76,93.23,62.22,2.62,55.27,90.27,A
S4238,CS,85.81,60.52,68.1,75.16,52.23,4.72,99.64,89.69,A
S4239,CS,80.55,71.78,50.14,63.65,81.1,4.47,56.29,54.06,F
S4240,Mathematics,92.63,63.23,42.49,86.91,71.01,2.09,58.55,62.87,A
S4241,CS,64.1,82.04,60.3,94.72,99.22,9.03,65.42,72.49,D
S4242,CS,94.25,75.01,49.04,84.48,88.99,8.85,75.62,77.09,A
S4243,Mathematics,69.96,44.91,78.01,89.6,90.42,7.6,89.52,76.13,B
S4244,Engineering,70.04,78.59,80.44,64.12,50.61,4.01,98.55,99.15,D
S4245,CS,70.27,81.23,48.92,64.44,88.89,3.7,67.94,88.21,D
S4246,Business,,62.24,41.48,,59.73,7.16,51.02,55.66,B
S4247,Mathematics,98.77,92.55,87.57,80.74,79.29,6.08,80.83,64.68,A
S4248,CS,56.93,90.58,40.12,61.71,72.37,6.01,85.54,67.27,F
S4249,Business,67.04,50.51,60.63,76.21,78.58,1.24,69.87,65.76,B
S4250,CS,65.97,94.26,69.67,84.29,56.67,6.18,59.17,89.3,A
S4251,Engineering,53.73,66.45,89.12,60.93,72.84,9.02,65.3,68.03,F
S4252,Mathematics,57.61,83.42,90.31,82.75,51.85,0.86,82.79,74.62,D
S4253,Mathematics,52.24,88.85,83.5,52.11,52.05,3.39,74.71,76.67,D
S4254,CS,64.62,70.31,54.83,65.18,82.89,5.09,87.17,63.52,A
S4255,CS,,63.95,83.21,83.7,97.58,6.86,60.91,66.13,D
S4256,CS,66.97,94.93,54.79,57.47,88.87,0.9,92.1,89,D
S4257,Engineering,56.18,53.85,52.88,61.11,73.46,8.73,57.79,93.33,D
S4258,CS,82.28,55.42,72.83,93.95,52.79,0.41,66.5,51.85,F
S4259,Engineering,99.83,61.7,80.73,83.72,52.25,8.58,79.56,80.26,A
S4260,CS,61.62,91.57,43.18,74.95,57.89,0.28,86.84,81.67,A
S4261,Engineering,63.98,96.33,43.6,60.54,98.79,1.54,63.31,86.87,C
S4262,CS,,53.2,87.05,,69.93,8,97.41,84.69,F
S4263,Business,58.94,91.83,91.57,78.72,92.17,8.6,85.31,93.87,D
S4264,CS,75.56,55.49,76.27,57.77,85.26,9.82,60.88,53.92,B
S4265,CS,,98.24,65.73,74.09,80.27,1.16,86.29,69.42,C
S4266,Business,96.62,75.84,90.72,70.45,97.39,5.26,84.82,89.1,A
S4267,Business,99.08,40.43,83.73,73.83,61.52,0.77,87.63,92.33,A
S4268,CS,90.73,42.05,74.78,55.28,72.74,1.56,95.79,63.24,A
S4269,CS,65.74,48.85,59.19,55.32,93.24,1.74,85.59,79.26,B
S4270,Business,70.17,51.25,51.88,98.21,77.59,0.63,67.6,59.04,B
S4271,CS,62.12,86.06,65.12,98.97,62.32,8.93,89.53,92.54,A
S4272,Business,94.54,53.37,57.21,71.31,60.45,1.26,84.79,86.52,B
S4273,Engineering,95.73,98.15,60.36,89.45,87.64,6.29,78.71,61.1,A
S4274,CS,70.94,78.17,70.94,82.79,50.64,6.26,67.69,81.19,D
S4275,Engineering,82.83,81.55,50.15,55.85,95.71,1.99,96.05,75.47,A
S4276,Business,58.28,53.07,88.37,,50.92,9.98,75.64,62.94,F
S4277,Mathematics,71.75,93.56,48.73,65.68,81.55,3.47,81.41,94.66,A
S4278,CS,81.57,80.07,68.86,79.79,80.24,9.05,70.77,57.39,D
S4279,Engineering,69.27,91.86,84.76,79,78.92,9.48,89.04,73.37,D
S4280,CS,67.88,97.39,69.1,96.18,73.72,9.49,67.05,79.14,A
S4281,Engineering,50.05,47.54,61.66,89.5,92.62,7.53,90.53,91.18,F
S4282,Business,90.21,45.8,68.49,92.84,82.97,2.54,55.4,57.51,A
S4283,CS,94.47,88.2,90.92,94.56,89.09,1.21,85.45,80.46,A
S4284,Mathematics,98.47,91.97,99.43,90.06,55.78,5.7,73.84,50.33,A
S4285,Engineering,85.96,75.03,77.87,66.64,52.49,3.6,84.94,91.13,A
S4286,Mathematics,77.44,61.96,87.61,60.75,51.43,8.31,76.57,61.74,C
S4287,Business,,79.16,40.87,,57.36,7.45,56.72,86.05,C
S4288,CS,99.96,58.34,92.82,,83.35,2.76,73.85,80.09,B
S4289,CS,79.49,54.3,97.24,69.33,74.7,0.17,98.23,52.51,D
S4290,CS,84.06,69.29,74.51,92.42,87.61,2.37,87.74,59.16,A
S4291,CS,84.12,52.97,85.23,98.03,59.59,5.67,65.01,63.39,C
S4292,Engineering,92.26,69.02,70.76,78.47,68.35,0.79,97.21,94.34,A
S4293,Engineering,50.48,97.4,57.17,72.83,94.42,6.58,88.95,74.04,C
S4294,Mathematics,61.01,90.39,91.13,92.14,96.79,6.72,68.22,95.68,A
S4295,Engineering,83.28,96.5,75.81,51.21,96.09,1.69,80.18,52.37,F
S4296,Business,94.76,88.38,74.76,,90.92,5.96,71.33,50.33,B
S4297,Mathematics,84.27,61.29,79.55,,84.41,6.07,54.83,97.41,D
S4298,Business,70.67,88.72,91.36,86.6,95.68,4.78,90.3,86.2,C
S4299,CS,68.08,95.37,83.91,70.81,85.71,9.53,59.55,89.17,F
S4300,Engineering,86.9,96.82,52.67,94.44,97.7,1.08,72.9,95.79,A
S4301,CS,87.06,80.99,68.01,67.57,51.24,4.07,85.13,99.23,B
S4302,CS,80.35,52.68,98.82,81.69,96.08,8.83,96.61,54.89,A
S4303,CS,64.57,42.38,73.27,81.72,77.79,3.86,53.14,57.91,B
S4304,Business,96.26,48.83,96.29,59.22,55.59,4.25,69.66,59.43,A
S4305,Engineering,77.59,97.93,88.8,64.24,60.75,6.68,80.73,90.92,F
S4306,Engineering,,67.73,79.96,95.8,92.61,6.66,88.97,67.78,A
S4307,Mathematics,60.72,91.3,60.96,59.17,75.31,0.23,96.05,79.66,C
S4308,CS,67.2,67.9,58.26,58.68,99.14,4.56,50.02,92.76,F
S4309,Engineering,93.73,79.65,78.61,,55.88,3.34,81.39,84.16,B
S4310,Business,52.51,41.45,65.95,54.61,70.63,6.28,50.35,53.27,C
S4311,CS,75.62,54.99,87.93,94.73,66.59,5.56,89.36,72.28,C
S4312,Engineering,74.09,66.18,85.63,55.01,75.81,6.51,57.48,53.38,F
S4313,CS,87.56,77.84,58.73,80.83,81.67,6.54,94.73,73.94,A
S4314,Business,64.09,50.29,82.16,66.99,83.08,2.55,57.76,60.97,A
S4315,CS,60.95,85.87,69.67,90.21,50.06,2.46,88.22,50.07,B
S4316,CS,96.31,61.86,59.4,79.49,54.45,3.7,64.47,90.66,A
S4317,Engineering,78.59,89.05,64.78,69.42,51.75,2.42,77.86,98.47,B
S4318,CS,55.23,45.88,93.72,99.19,93.23,6.83,80.42,98.21,C
S4319,CS,59.65,80.79,61.57,53.31,65.66,6.03,60.34,64.96,C
S4320,Engineering,99.94,57.6,57.24,,68.35,2.16,64.93,91.44,A
S4321,CS,59.78,87.72,61.11,99.48,72.52,8.84,55.38,83.94,D
S4322,Engineering,80.52,64.13,52.88,84.55,92.47,4.61,50.26,90,D
S4323,Engineering,71.01,79.92,72.68,86.99,50.71,1.27,61.97,92.31,D
S4324,Engineering,94.28,96.06,48.85,,55.93,2.13,75.8,99.01,A
S4325,Engineering,87.76,41.24,89.05,51.07,84.26,5.4,85.68,57.59,A
S4326,CS,,40.67,53.53,,98.19,3.38,89.68,88.49,B
S4327,CS,50.54,86.22,75.88,99.59,82.14,8.51,53.49,86.71,C
S4328,Business,93.99,78.78,47.5,98.98,63.06,4.95,63.62,64.39,A
S4329,Business,72.23,57.58,98.71,66.73,75.99,9.15,88.51,69.63,D
S4330,CS,96.58,69.66,67.27,,98.75,1.02,74.04,58.84,A
S4331,Engineering,74.78,42.52,89.33,,76.4,6.69,59.11,95.66,A
S4332,Engineering,84.71,51.55,86.12,66.46,68.68,8.86,69.61,93.97,F
S4333,Engineering,,65.47,82.82,68.51,69.17,2.93,63.5,80.7,A
S4334,Engineering,87.26,90.04,89.64,87.41,98.35,1.36,52.53,75.58,A
S4335,CS,,68.78,46.03,93.31,85.95,4.57,88.18,61.64,D
S4336,Business,67.57,75.18,80.71,87.34,84.36,9.61,64.58,89.48,A
S4337,CS,55.93,92.43,55.95,82.32,61.6,6.33,97.26,50.41,F
S4338,Engineering,57.34,58.53,87.15,88.3,77.97,6.44,94.41,73.14,D
S4339,Business,59.29,82.04,97.41,86.92,67.84,6.72,85.81,93.03,D
S4340,Engineering,66.41,91.7,94.09,,62.01,0.4,66.33,80.92,D
S4341,CS,94.6,52.16,46.9,,94.78,4.46,64,81.76,A
S4342,Mathematics,68.41,61.39,62.17,64.14,69.16,0.78,73.76,53.54,B
S4343,Business,86.22,98.79,61.86,83.97,64.14,3.16,67.73,64.34,B
S4344,Business,54.14,98.99,47.34,97.97,96.59,8.22,95.06,83.69,C
S4345,Engineering,79.55,53.39,45.89,79.05,59.87,6.56,56.17,52.48,F
S4346,CS,74.09,43.99,63.09,95.63,87.28,9.96,86.22,66.55,C
S4347,Mathematics,98.9,56.26,99.52,,82.64,1.72,80.54,67.7,A
S4348,Engineering,92.31,63.86,74.14,89.72,96.02,3.97,90.32,74.94,B
S4349,Business,72.74,66.46,77.31,92.68,91.6,8.1,77.12,68.12,B
S4350,CS,88.76,77.13,68.26,81.55,85.26,2.16,81.48,72.71,A
S4351,CS,59.65,93.97,79.74,96.7,65.73,1.54,98.14,77.35,D
S4352,Mathematics,78.12,59.82,97.4,79.5,74.78,4.28,54.6,56.42,F
S4353,Engineering,53.73,91,75.32,62.03,97.22,3.84,55.24,59.02,C
S4354,CS,67.4,45.61,43.9,60.79,51.16,9.8,69.68,91.63,C
S4355,CS,61.29,42.51,69.57,77.79,89.72,4.56,73.64,72.99,A
S4356,Engineering,,70.24,99.57,95.32,62.59,8.61,59.99,67.76,C
S4357,CS,74.5,43.58,63.24,53.62,59.25,8.88,54.13,71.69,B
S4358,Engineering,87.55,63.55,75.63,80.22,61.61,1.58,51.11,58.74,B
S4359,Engineering,75.76,93.81,46.4,88.49,52.99,7.15,88.23,61.99,D
S4360,Business,54.32,54.49,48.47,55.77,99.6,2.78,74.25,75.78,F
S4361,CS,86.77,82.36,92.48,55.84,93.49,0.95,92.17,67.95,A
S4362,Mathematics,91.66,58.14,58.02,68.31,76.05,8.75,68.04,73.77,B
S4363,CS,95.18,42.7,58.33,63.69,85.76,2.92,85.17,57.49,A
S4364,Engineering,78.6,73.4,63.23,59.92,77.83,3.45,74.43,57.82,D
S4365,CS,87.68,90.09,97.99,59.93,90.58,3.24,80.6,69.2,A
S4366,Business,87.6,64.57,45.06,,92.24,2,68.51,68.94,A
S4367,Mathematics,57.79,77.04,89.13,80.54,61.64,4.35,54.06,94.17,C
S4368,Business,58.21,94,60.49,84.41,72.99,4.28,97.37,51.67,F
S4369,Engineering,53.54,87.38,90.97,85.15,81.74,4.09,91.8,99.64,F
S4370,Engineering,66,51.63,99.51,,98.92,9.16,65.59,97.83,B
S4371,Business,73.68,84,60.92,97.65,84.13,3.4,97.94,77.11,F
S4372,Mathematics,99.89,70.11,47.76,94.03,94.88,0.3,65.02,85.94,B
S4373,Mathematics,71.55,84.76,48.66,97.88,92.31,1.78,72.15,96.76,B
S4374,CS,86.31,69.67,85.52,69.44,79.1,7.21,87.76,62.56,A
S4375,Mathematics,84.67,47.68,48.7,93.89,94.68,5.91,65.45,65.78,B
S4376,CS,60.22,74.19,55.63,88.14,68.87,9.52,66.23,55.55,B
S4377,CS,52.93,69.53,52.26,67,68.96,6.94,70.5,78.19,D
S4378,CS,77.3,71.08,61.34,55.33,89.05,1.94,73.42,57.97,C
S4379,CS,,92.73,44.46,84.13,56.73,1.21,56.18,96.54,C
S4380,Business,99.91,93.69,91.4,56.82,65.29,5.21,50.87,71.58,B
S4381,Business,,67.21,91.61,64.69,80.43,6.65,95.96,95.98,B
S4382,Business,94.82,67.34,64.78,75.02,71,1.66,67.66,60.25,A
S4383,Engineering,69.1,70.91,76.73,83.99,97.04,6.02,55.08,84.7,D
